,ID,feature,lookback,accuracy,precision,recall,f1,accuracy_f,accuracy_r,accuracy_s,accuracy_t,f1_f,f1_r,f1_s,f1_t,precision_f,precision_r,precision_s,precision_t,recall_f,recall_r,recall_s,recall_t,roc_weight,roc_micro,roc_macro,pr_weight,pr_macro,cat_loss,accuracy_3,precision_3,recall_3,f1_3,FF,FR,FS,FT,RF,RR,RS,RT,SF,SR,SS,ST,TF,TR,TS,TT,F_pred,R_pred,S_pred,T_pred,KSD_F,KSP_F,KSD_R,KSP_R,KSD_S,KSP_S,KSD_T,KSP_T,F_dprop,R_dprop,S_dprop,T_dprop
0,54013,markov_22,-99,0.7123222748815166,0.2493778595945687,0.24955448531928534,0.24903254341211495,0.8369668246445497,0.727132701421801,0.9812796208530805,0.8792654028436019,0.08753315649867374,0.8370019109632671,0.0125,0.05909510618651893,0.09217877094972067,0.822964509394572,0.0136986301369863,0.06866952789699571,0.08333333333333333,0.8515264976958525,0.011494252873563218,0.05186385737439222,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8144549763033174,0.32793760274709616,0.32890789613452603,0.32787672454948663,66,681,6,39,590,5913,56,385,7,69,1,10,53,522,10,32,716,7185,73,466.0,0.0483619344773791,0.09971746495717856,0.0717628705148206,0.00270640402060558,0.00858034321372855,0.9999999999532284,0.044461778471138844,0.1585769946482069,0.08242938908331852,0.8508831916980664,0.009738964197071933,0.056948455021543096
1,168258,markov_22,-99,0.7144549763033176,0.25115515795773297,0.2511420841998144,0.25053861456939625,0.8354265402843601,0.7286729857819905,0.9817535545023697,0.8830568720379147,0.0939334637964775,0.8380938914027151,0.01282051282051282,0.05730659025787966,0.09716599190283401,0.8231944444444445,0.014492753623188406,0.06976744186046512,0.09090909090909091,0.8535426267281107,0.011494252873563218,0.04862236628849271,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8157187993680884,0.3300426260692479,0.3310246946418981,0.32977798181902407,72,671,8,41,607,5927,55,355,4,78,1,4,58,524,5,30,741,7200,69,430.0,0.05538221528861154,0.039184482465150855,0.07956318252730109,0.0005945492461614274,0.0124804992199688,0.9999665370904446,0.06630265210608424,0.0071223865199723235,0.08626469115492058,0.8556363134282299,0.00854643769129502,0.04955255772555463
2,52355,markov_22,-99,0.7159952606635072,0.2568619951276027,0.2559729229152632,0.25582738399380406,0.8406398104265402,0.7286729857819905,0.9800947867298578,0.8825829383886256,0.10749834107498342,0.8380709942016689,0.011764705882352941,0.06597549481621111,0.11328671328671329,0.8232842456237844,0.012048192771084338,0.07882882882882883,0.10227272727272728,0.8533986175115207,0.011494252873563218,0.05672609400324149,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8172985781990522,0.33846659591310885,0.33746581292916317,0.3371816100309544,81,663,11,37,586,5926,67,365,10,69,1,7,38,540,4,35,715,7198,83,444.0,0.0452418096723869,0.14498473093636366,0.08970358814352575,6.555595583752834e-05,0.00546021840873635,1.0,0.062402496099843996,0.013563844303980367,0.07930831690657551,0.8618818755152553,0.009507623285226975,0.049302184292942176
3,74993,markov_22,-99,0.7063981042654028,0.250511318948052,0.25026019366422747,0.25005520581852103,0.8343601895734597,0.7193127962085308,0.9822274881516587,0.8768957345971564,0.09220779220779221,0.8317352084665103,0.013157894736842105,0.06311992786293957,0.09491978609625669,0.8206026629292221,0.015384615384615385,0.07113821138211382,0.08964646464646464,0.8431739631336406,0.011494252873563218,0.05672609400324149,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8101895734597155,0.3288868868025309,0.3298488405944489,0.3290209761790807,71,682,4,35,615,5855,55,419,6,77,1,3,56,521,5,35,748,7135,65,492.0,0.060842433697347896,0.017359042668724935,0.06942277691107644,0.00413595255461084,0.0171606864274571,0.9916747248692581,0.031201248049921998,0.5607536451475088,0.0889081919836065,0.8440861294721697,0.0063788992679398296,0.060626779276284015
4,85620,markov_22,-99,0.7037914691943128,0.23871411544808907,0.2401200690252162,0.23904339587800622,0.8299763033175356,0.715521327014218,0.9824644549763033,0.8796208530805687,0.06878650227125244,0.8298731665840007,0.0,0.057513914656771796,0.07076101468624833,0.8168503278002511,0.0,0.06724511930585683,0.06691919191919192,0.8433179723502304,0.0,0.050243111831442464,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8083728278041074,0.31828548726411876,0.3201600920336216,0.3187245278373416,53,694,10,35,646,5856,50,392,6,78,0,3,44,541,1,31,749,7169,61,461.0,0.07566302652106084,0.0012936140965084963,0.0655226209048362,0.008127130357413869,0.01326053042121685,0.9998703254634866,0.06162246489859594,0.015356569763992427,0.0976798108829513,0.8448695030446618,0.007701185677618965,0.04974950039476793
5,188421,markov_22,-99,0.7079383886255924,0.2513085408250621,0.25065401091519274,0.25066646526115083,0.8355450236966825,0.7215639810426541,0.9799763033175355,0.8787914691943128,0.09043250327653997,0.8330254369759841,0.0,0.07920792079207921,0.09400544959128065,0.8221598877980365,0.0,0.08906882591093117,0.08712121212121213,0.8441820276497696,0.0,0.0713128038897893,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8119668246445498,0.33507805443341615,0.33420534788692363,0.33422195368153446,69,665,7,51,621,5862,68,393,7,74,0,6,37,529,7,44,734,7130,82,494.0,0.05226209048361934,0.060285220638898025,0.06708268330733229,0.006232088293785863,0.015600624024960999,0.9976846591343851,0.033541341653666144,0.46668802406691934,0.0835657719891937,0.8480279317634075,0.00790998044694973,0.06049631580044902
6,77979,markov_22,-99,0.7050947867298578,0.24829214767613297,0.24856649163240724,0.24816843404110023,0.8364928909952607,0.7180094786729858,0.9796208530805687,0.8760663507109004,0.09090909090909091,0.8309178743961353,0.011494252873563218,0.0593525179856115,0.09504132231404959,0.8199663488502524,0.011494252873563218,0.06666666666666667,0.08712121212121213,0.8421658986175116,0.011494252873563218,0.05348460291734198,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8101895734597157,0.32722477927698956,0.32759057121868856,0.3270598277636126,69,680,5,38,601,5848,75,420,6,76,1,4,50,528,6,33,726,7132,87,495.0,0.06396255850234009,0.010532224661681982,0.0686427457098284,0.004749071128904292,0.0078003120124804995,0.9999999999997958,0.0483619344773791,0.09971746495717856,0.09204201144861993,0.8453722270316315,0.009829552856469703,0.0527562086632788
7,125291,markov_22,-99,0.7061611374407583,0.24101333103086764,0.24205932677554926,0.24124191248353768,0.8348341232227489,0.7208530805687203,0.9798578199052133,0.8767772511848341,0.07926023778071334,0.8328840970350403,0.0,0.052823315118397086,0.08310249307479224,0.8206597707576181,0.0,0.060291060291060294,0.07575757575757576,0.8454781105990783,0.0,0.04700162074554295,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.810821484992101,0.32135110804115685,0.32274576903406565,0.32165588331138356,60,681,10,41,599,5871,69,405,7,74,0,6,56,528,4,29,722,7154,83,481.0,0.04758190327613104,0.10975821915180108,0.06162246489859594,0.015356569763992427,0.0124804992199688,0.9999665370904446,0.033541341653666144,0.46668802406691934,0.08309671739327126,0.8451449179054218,0.008236391478526691,0.06352197322278032
8,45946,markov_22,-99,0.7046208530805688,0.23708909790347152,0.23880581900780767,0.23766493459575957,0.8363744075829384,0.717654028436019,0.9803317535545024,0.8748815165876778,0.0725319006044325,0.8311964298363675,0.0,0.04693140794223826,0.07747489239598278,0.8179283423950927,0.0,0.05295315682281059,0.06818181818181818,0.8449020737327189,0.0,0.04213938411669368,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.8096366508688785,0.3161187972046287,0.3184077586770769,0.3168865794610128,54,684,12,42,599,5867,63,415,7,72,0,8,37,550,4,26,697,7173,79,491.0,0.0499219968798752,0.08192022590422271,0.07020280811232449,0.0035963494255114936,0.0046801872074883,1.0,0.0358814352574103,0.38129563698076324,0.0819129469530567,0.8482402310183553,0.011144947008364528,0.05870187502022342
9,111003,markov_22,-99,0.7003554502369668,0.24076272206955954,0.24169348517986894,0.24102789880816497,0.8296208530805688,0.7152843601895734,0.9800947867298578,0.8757109004739336,0.08290816326530613,0.8288095746954477,0.0,0.052393857271906055,0.08376288659793814,0.8201043282109122,0.0,0.05918367346938776,0.08207070707070707,0.8377016129032258,0.0,0.04700162074554295,0.5118977548316318,0.5064905411696612,0.5105402339677729,0.2517546795186538,0.6930491710372915,0.6247957469170383,0.806872037914692,0.3210169627594127,0.32225798023982527,0.32137053174422,65,678,4,45,647,5817,71,409,9,71,0,7,55,527,6,29,776,7093,81,490.0,0.07332293291731669,0.002023952493642709,0.07098283931357255,0.0031222494707529463,0.00546021840873635,1.0,0.041341653666146644,0.22332692205943638,0.08794955153603634,0.8452690995850698,0.009877250278523327,0.05690409860037053
