,ID,feature,lookback,accuracy,precision,recall,f1,accuracy_f,accuracy_r,accuracy_s,accuracy_t,f1_f,f1_r,f1_s,f1_t,precision_f,precision_r,precision_s,precision_t,recall_f,recall_r,recall_s,recall_t,roc_weight,roc_micro,roc_macro,pr_weight,pr_macro,cat_loss,accuracy_3,precision_3,recall_3,f1_3,FF,FR,FS,FT,RF,RR,RS,RT,SF,SR,SS,ST,TF,TR,TS,TT,F_pred,R_pred,S_pred,T_pred,KSD_F,KSP_F,KSD_R,KSP_R,KSD_S,KSP_S,KSD_T,KSP_T,F_dprop,R_dprop,S_dprop,T_dprop
0,56013,original,-99,0.6110189573459716,0.31673619637392536,0.3474576520938981,0.3116465597489727,0.840521327014218,0.6617298578199052,0.9245260663507109,0.795260663507109,0.2716450216450217,0.7669577993633172,0.01848998459167951,0.1894934333958724,0.23768939393939395,0.8852459016393442,0.010676156583629894,0.13333333333333333,0.31691919191919193,0.6765552995391705,0.06896551724137931,0.3273905996758509,0.7111973736635001,0.7417403765743047,0.7432291168058502,0.3923145208611685,0.8222595653248179,0.634817141472799,0.7658372827804109,0.41875620963735716,0.4402883637114044,0.4093654181347371,251,298,37,206,682,4698,477,1087,10,51,6,20,113,260,42,202,1056,5307,562,1515.0,0.12870514820592824,1.1381352830834454e-09,0.33853354134165364,1.741844942896207e-65,0.22932917316692666,5.877622561855898e-30,0.2698907956318253,1.7979868442320515e-41,0.12631881984075385,0.6223889034158424,0.06950755362325456,0.18178472312014926
1,56013,behavior,0,0.6183649289099526,0.3228521762524288,0.3703916841352716,0.32049069650192435,0.8428909952606635,0.6695497630331754,0.9253554502369669,0.7989336492890995,0.27699018538713194,0.7730490682724387,0.039634146341463415,0.19228938600666348,0.2437619961612284,0.8886810102899907,0.022847100175746926,0.13611859838274934,0.3207070707070707,0.6840437788018433,0.14942528735632185,0.3273905996758509,0.7108673291115327,0.7413954256680565,0.7424588861242607,0.39276028124779283,0.8225742428102253,0.6346446841266624,0.7704581358609794,0.42285386827798943,0.44404714972825493,0.4141095465554114,254,296,50,192,659,4750,461,1074,7,51,13,16,122,248,45,202,1042,5345,569,1484.0,0.14430577223088922,4.6864885525266475e-12,0.3486739469578783,1.5787582813410922e-69,0.22854914196567863,9.366160927689479e-30,0.25117004680187205,6.484694165917592e-36,0.13469761888605053,0.6254868987037534,0.07029060644011555,0.16952487597008045
2,56013,behavior,1,0.6194312796208531,0.3247086344442175,0.35812804158799477,0.32121907057994614,0.8453791469194313,0.6686018957345972,0.9259478672985783,0.7989336492890995,0.29497568881685576,0.7719898915790332,0.01574803149606299,0.20216267042783265,0.2577903682719547,0.8895359759534097,0.009124087591240875,0.1423841059602649,0.3446969696969697,0.6818836405529954,0.05747126436781609,0.34846029173419774,0.7120638008979793,0.7424067584906363,0.7440659042787992,0.3920792576429625,0.8213269726456339,0.6342247945437499,0.7709715639810426,0.42990348339520973,0.4583469673280543,0.4230427502745739,273,294,33,192,662,4735,464,1083,13,49,5,20,111,245,46,215,1059,5323,548,1510.0,0.13650546021840873,7.90727220614722e-11,0.35647425897035884,9.998824571051789e-73,0.23868954758190328,1.927738004152691e-32,0.25663026521060844,1.7150092419169207e-37,0.13013783604049808,0.6184581852072248,0.07310960133483571,0.17829437741744134
3,56013,behavior,2,0.6114928909952607,0.3209741536870476,0.35393736701971257,0.31590125668200575,0.8386255924170616,0.665521327014218,0.9233412322274882,0.7954976303317536,0.27936507936507937,0.7680933212848107,0.015220700152207,0.20092592592592592,0.24043715846994534,0.8940524000764964,0.008771929824561403,0.1406351263771873,0.3333333333333333,0.6732430875576036,0.05747126436781609,0.35170178282009723,0.7108051879980333,0.7413890969391831,0.7432760999492645,0.39186010814461736,0.8215905647005355,0.6343906906632026,0.7665481832543444,0.4250415616412097,0.45275940123701136,0.4161281088586053,264,273,40,215,700,4675,475,1094,16,49,5,17,118,232,50,217,1098,5229,570,1543.0,0.13884555382215288,3.4444988473479465e-11,0.3502340093603744,3.6713433029894286e-70,0.22854914196567863,9.366160927689479e-30,0.2706708268330733,1.0330974132604053e-41,0.13357391696877852,0.6150002313275156,0.07089521531044961,0.1805306363932563
4,56013,behavior,3,0.6035545023696682,0.3103585656863796,0.33649027132793985,0.30310905791595194,0.8345971563981043,0.6590047393364928,0.9258293838862559,0.7876777251184834,0.2510729613733905,0.7639048400328139,0.015723270440251572,0.1817351598173516,0.21828358208955223,0.8875333587495234,0.009107468123861567,0.12650985378258106,0.29545454545454547,0.6705069124423964,0.05747126436781609,0.3225283630470016,0.7077822661442212,0.7372468379212784,0.7391931471284425,0.3920350772562885,0.8203793517176736,0.6346506382687397,0.7604265402843602,0.41077559820721893,0.4294966069813144,0.398904320407852,234,277,33,248,708,4656,472,1108,13,51,5,18,117,262,39,199,1072,5246,549,1573.0,0.1419656786271451,1.1123886568729199e-11,0.35569422776911075,2.1050794102977072e-72,0.22776911076443057,1.4900710566778717e-29,0.2628705148205928,2.4421025486479045e-39,0.1327407998613364,0.6188906326005903,0.06979657799631184,0.17857198954176148
5,56013,behavior,4,0.6188388625592417,0.32531463254202664,0.37005127826816747,0.3222394049921173,0.8450236966824645,0.671563981042654,0.9267772511848341,0.7943127962085308,0.2860262008733624,0.7737512242899119,0.034374999999999996,0.19480519480519481,0.2519230769230769,0.892991710625471,0.019891500904159132,0.1364522417153996,0.33080808080808083,0.6826036866359447,0.12643678160919541,0.34035656401944897,0.7101574145091559,0.7410432160360939,0.7418772425817944,0.39249595768005896,0.8229338430897962,0.6342014792017745,0.7703001579778831,0.4271223430879825,0.4512561104878248,0.41819420665615636,262,257,52,221,660,4740,451,1093,10,51,11,15,108,260,39,210,1040,5308,553,1539.0,0.12480499219968799,4.068587872679703e-09,0.35179407176287053,8.47709156249839e-71,0.22152886115444617,5.763386287854162e-28,0.2745709828393136,6.308804093443924e-43,0.13130473612180427,0.6178652783262714,0.06559713963433542,0.185232845917589
6,56013,behavior,5,0.6071090047393365,0.317036698846437,0.3636641256240818,0.3134161040274243,0.834478672985782,0.6609004739336493,0.9315165876777252,0.7873222748815166,0.2643496577145866,0.7649860404007227,0.03986710963455149,0.18446160835983644,0.22673893405600723,0.8899503247993886,0.02330097087378641,0.12815656565656566,0.31691919191919193,0.6707949308755761,0.13793103448275862,0.32901134521880065,0.7114194731166047,0.7415726136137247,0.7429724230873593,0.39312986881231904,0.8224591790265702,0.6339775116787562,0.7609004739336492,0.4149486081706539,0.43890848933785626,0.4045991021583819,251,279,35,227,718,4658,435,1133,9,45,12,21,129,252,33,203,1107,5234,515,1584.0,0.16380655226209048,1.9949738448056265e-15,0.36505460218408736,2.4667429794581887e-76,0.20436817472698907,7.79090975900961e-24,0.26911076443057724,3.1239301840018993e-41,0.14317294730189611,0.6125023868532417,0.06256054618022275,0.18176411966463957
7,56013,behavior,6,0.6105450236966825,0.31608889401435747,0.353335819184852,0.31160763682147996,0.8376777251184834,0.6631516587677725,0.9309241706161138,0.7893364928909953,0.26185344827586204,0.7675198299125031,0.02671118530884808,0.19034608378870677,0.22838345864661655,0.8879848628192999,0.015625,0.13236225459151363,0.3068181818181818,0.6758352534562212,0.09195402298850575,0.3387358184764992,0.7119133638360523,0.7424960205725287,0.7442154499638929,0.3927671541298767,0.8227311523940305,0.634141160445332,0.763388625592417,0.4162435253524766,0.4404630845836341,0.40657312065902396,243,293,30,226,686,4693,439,1126,16,45,8,18,119,254,35,209,1064,5285,512,1579.0,0.12168486739469579,1.0956182228184124e-08,0.3463338533541342,1.3892197746105279e-68,0.21918876755070202,2.209128667864808e-27,0.2784711388455538,3.693531560842786e-44,0.12407605175669759,0.6227485468258886,0.06753601563482765,0.1856393857825861
8,56013,behavior,7,0.6077014218009479,0.31396305355990145,0.3417371641676391,0.30725149485173686,0.8366113744075829,0.6630331753554503,0.9261848341232227,0.7895734597156399,0.25176342919153555,0.7667322834645669,0.012678288431061805,0.19783197831978316,0.22074215033301617,0.890625,0.007352941176470588,0.13713212273011896,0.29292929292929293,0.6730990783410138,0.04597701149425287,0.3549432739059968,0.7110097488076431,0.7414858940648023,0.7425573173723344,0.39399818283557886,0.8235407561626907,0.6333313490965921,0.7630726698262243,0.4161664243543784,0.4403238817254345,0.4054425636586285,232,267,45,248,702,4674,455,1113,14,52,4,17,103,255,40,219,1051,5248,544,1597.0,0.12714508580343215,1.9035260344441224e-09,0.36817472698907955,1.1396827678526263e-77,0.21918876755070202,2.209128667864808e-27,0.28939157566302653,1.0438676472769963e-47,0.12463428835419975,0.6150457784972341,0.07159992359450844,0.18872000955405774
9,56013,behavior,8,0.6080568720379147,0.3168819706339967,0.35122319852573436,0.3108090902228793,0.8389810426540284,0.6627962085308057,0.9291469194312796,0.7851895734597156,0.2577826324412889,0.7662230984064401,0.019672131147540985,0.19955849889624722,0.2271414821944177,0.8917782026768643,0.011472275334608031,0.13713592233009708,0.29797979797979796,0.6716589861751152,0.06896551724137931,0.36628849270664504,0.7098391783131813,0.7408229861969416,0.7425720637094586,0.3907503179269553,0.8214471795468224,0.6345846393291278,0.7623222748815165,0.41868520240045964,0.44530909228718607,0.40785474324799215,236,281,37,238,677,4664,442,1161,11,47,6,23,115,238,38,226,1039,5230,523,1648.0,0.11856474258970359,2.8765759230115926e-08,0.3486739469578783,1.5787582813410922e-69,0.1981279251170047,2.036061723087077e-22,0.297191887675507,2.4840107749965343e-50,0.12432774365969694,0.6163311960527357,0.06360705146854258,0.1957340088190248
